Duration,"Engine Speed (RPM)","Vehicle Speed (Mph)",Gear,"Manifold Pressure (mbar)","Boost (psi)","Throttle Position (%)","Injector Duration (ms)","Duty Cycle (%)","Ignition Advance","Knock Retard","Air Temperature (F)","Coolant Temperature (F)","O2 Voltage",Lambda,"Air Fuel Ratio",VTEC,CEL
"72:4354:56.464",1516,"19.2",4,0,"0.0","12","5.41","7","25.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.495",1595,"19.2",4,0,"0.0","14","5.65","8","24.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.527",1608,"19.2",3,0,"0.0","14","6.41","9","24.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.558",1587,"19.2",4,0,"0.0","14","6.52","9","23.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.589",1547,"19.2",4,0,"0.0","14","6.44","8","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.620",1543,"19.2",4,0,"0.0","15","6.41","8","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.667",1576,"19.2",4,0,"0.0","17","7.08","9","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.698",1605,"19.2",3,0,"0.0","17","7.51","10","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.714",1612,"19.2",3,0,"0.0","17","7.60","10","22.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.745",1602,"19.2",3,0,"0.0","17","7.38","10","22.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.792",1599,"19.2",3,0,"0.0","17","7.24","10","22.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.823",1606,"19.8",4,0,"0.0","17","7.18","10","22.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.854",1616,"19.8",4,0,"0.0","17","7.16","10","22.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.885",1629,"19.8",4,0,"0.0","17","7.11","10","22.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.917",1633,"19.8",4,0,"0.0","17","7.11","10","22.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.948",1640,"19.8",4,0,"0.0","17","7.12","10","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:56.979",1638,"19.8",4,0,"0.0","17","7.12","10","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.010",1650,"19.8",4,0,"0.0","17","7.14","10","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.041",1656,"20.5",4,0,"0.0","17","7.13","10","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.073",1663,"20.5",4,0,"0.0","17","7.13","10","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.104",1671,"20.5",4,0,"0.0","17","7.14","10","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.135",1677,"20.5",4,0,"0.0","17","7.05","10","23.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.182",1689,"20.5",4,0,"0.0","17","7.14","10","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.197",1690,"20.5",4,0,"0.0","17","7.06","10","23.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.229",1699,"20.5",4,0,"0.0","17","7.06","10","23.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.260",1698,"21.1",4,0,"0.0","17","7.06","10","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.307",1721,"21.1",4,0,"0.0","17","7.08","10","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.338",1712,"21.1",4,0,"0.0","17","7.08","10","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.369",1721,"21.1",4,0,"0.0","17","7.08","10","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.400",1724,"21.1",4,0,"0.0","17","7.01","10","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.431",1734,"21.1",4,0,"0.0","17","7.10","10","23.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.463",1742,"21.1",4,0,"0.0","17","7.09","10","23.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.494",1755,"21.7",4,0,"0.0","17","7.02","10","23.75","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:57.525",1763,"21.7",4,0,"0.0","17","7.03","10","23.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.556",1762,"21.7",4,0,"0.0","17","7.03","10","23.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.587",1768,"21.7",4,0,"0.0","17","7.03","10","23.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.619",1775,"21.7",4,0,"0.0","17","7.03","10","23.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.650",1790,"21.7",4,0,"0.0","17","7.03","10","24.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.697",1795,"21.7",4,0,"0.0","17","6.93","10","23.75","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:57.712",1799,"22.3",4,0,"0.0","19","7.03","11","23.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.743",1801,"22.3",4,0,"0.0","22","8.89","13","21.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.775",1820,"22.3",4,0,"0.0","29","10.73","16","20.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.821",1841,"22.3",4,0,"0.0","38","11.28","17","16.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.853",1863,"22.3",3,0,"0.0","40","11.09","17","16.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.884",1850,"22.3",4,0,"0.0","43","10.86","17","16.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.915",1845,"22.3",4,0,"0.0","47","10.97","17","16.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.946",1854,"22.9",4,0,"0.0","57","11.76","18","16.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:57.977",1878,"22.9",4,0,"0.0","62","12.32","19","16.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.009",1890,"22.9",4,0,"0.0","74","12.96","20","15.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.040",1897,"22.9",4,0,"0.0","87","11.99","19","15.75","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:58.071",1890,"22.9",4,0,"0.0","100","11.58","18","15.75","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.102",1897,"22.9",4,0,"0.0","100","11.53","18","16.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.133",1913,"22.9",3,0,"0.0","100","11.53","18","16.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.165",1934,"23.6",4,0,"0.0","100","11.47","18","16.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.211",1940,"23.6",4,0,"0.0","100","11.37","18","16.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.227",1940,"23.6",4,0,"0.0","100","11.31","18","16.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.258",1940,"23.6",4,0,"0.0","100","11.24","18","16.25","0.00","116.06","170.60","3.88","0.00","0.00",OFF,
"72:4354:58.289",1959,"23.6",4,0,"0.0","100","11.18","18","16.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.336",1979,"23.6",3,0,"0.0","100","11.12","18","16.50","0.00","116.06","170.60","3.88","0.00","0.00",OFF,
"72:4354:58.367",1984,"23.6",3,0,"0.0","100","11.06","18","16.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.399",1986,"24.2",4,0,"0.0","100","10.99","18","16.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.430",1990,"24.2",4,0,"0.0","100","11.01","18","16.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.461",2005,"24.2",4,0,"0.0","100","10.91","18","17.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.492",2020,"24.2",3,0,"0.0","100","10.85","18","17.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.523",2031,"24.2",3,0,"0.0","100","10.78","18","17.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.555",2033,"24.2",3,0,"0.0","100","10.72","18","17.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.586",2044,"24.2",3,0,"0.0","100","10.67","18","17.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.617",2053,"25.4",4,0,"0.0","100","10.67","18","17.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.648",2071,"25.4",4,0,"0.0","100","10.75","19","17.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.679",2074,"25.4",4,0,"0.0","100","10.75","19","17.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.711",2074,"25.4",4,0,"0.0","100","10.75","19","17.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.742",2090,"25.4",4,0,"0.0","100","10.75","19","18.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.773",2099,"25.4",4,0,"0.0","100","10.75","19","18.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.804",2116,"25.4",3,0,"0.0","100","10.75","19","18.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.851",2123,"26.0",4,0,"0.0","100","10.75","19","18.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.882",2123,"26.0",4,0,"0.0","100","10.83","19","18.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.913",2137,"26.0",4,0,"0.0","100","10.83","19","18.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.929",2142,"26.0",4,0,"0.0","100","10.83","19","18.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:58.976",2167,"26.0",3,0,"0.0","100","10.83","20","18.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.007",2165,"26.0",4,0,"0.0","100","10.83","20","18.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.038",2167,"26.0",3,0,"0.0","100","10.83","20","18.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.069",2175,"26.7",4,0,"0.0","100","10.83","20","19.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.101",2198,"26.7",4,0,"0.0","100","10.89","20","19.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.132",2205,"26.7",4,0,"0.0","100","10.89","20","19.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.163",2211,"26.7",4,0,"0.0","100","10.90","20","19.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.194",2218,"26.7",3,0,"0.0","100","10.90","20","19.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.241",2232,"26.7",3,0,"0.0","100","10.90","20","19.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.257",2245,"26.7",3,0,"0.0","100","10.90","20","19.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.288",2253,"27.9",4,0,"0.0","100","10.90","20","19.75","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.319",2253,"27.9",4,0,"0.0","100","10.90","20","19.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.366",2269,"27.9",4,0,"0.0","100","10.90","21","19.75","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.397",2281,"27.9",4,0,"0.0","100","10.90","21","20.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.428",2294,"27.9",4,0,"0.0","100","10.99","21","20.00","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.459",2300,"27.9",4,0,"0.0","100","10.92","21","20.00","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.491",2300,"27.9",4,0,"0.0","100","10.99","21","20.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.522",2317,"28.5",4,0,"0.0","100","11.00","21","20.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.553",2329,"28.5",4,0,"0.0","100","10.93","21","20.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.584",2334,"28.5",4,0,"0.0","100","11.01","21","20.75","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.615",2343,"28.5",4,0,"0.0","100","11.02","22","20.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.647",2355,"28.5",4,0,"0.0","100","11.02","22","20.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.678",2364,"28.5",4,0,"0.0","100","11.02","22","20.75","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.709",2376,"28.5",3,0,"0.0","100","11.02","22","21.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.740",2376,"29.1",4,0,"0.0","100","11.03","22","21.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.771",2391,"29.1",4,0,"0.0","100","11.12","22","21.25","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.803",2406,"29.1",4,0,"0.0","100","11.04","22","21.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.834",2410,"29.1",4,0,"0.0","100","11.12","22","21.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.881",2422,"29.1",4,0,"0.0","100","11.14","22","21.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.912",2431,"29.1",3,0,"0.0","100","11.14","23","22.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4354:59.943",2438,"29.1",3,0,"0.0","100","11.14","23","22.00","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4354:59.959",2454,"30.4",4,0,"0.0","100","11.15","23","22.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.005",2463,"30.4",4,0,"0.0","100","11.15","23","22.00","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.037",2463,"30.4",4,0,"0.0","100","11.23","23","22.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.068",2480,"30.4",4,0,"0.0","100","11.24","23","22.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.099",2496,"30.4",4,0,"0.0","100","11.24","23","22.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.130",2493,"30.4",4,0,"0.0","100","11.25","23","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.161",2503,"30.4",4,0,"0.0","100","11.25","23","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.193",2526,"31.0",4,0,"0.0","100","11.27","24","22.75","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.224",2530,"31.0",4,0,"0.0","100","11.34","24","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.255",2547,"31.0",4,0,"0.0","100","11.38","24","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.286",2551,"31.0",4,0,"0.0","100","11.38","24","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.317",2554,"31.0",4,0,"0.0","100","11.40","24","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.349",2568,"31.0",4,0,"0.0","100","11.42","24","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.395",2568,"31.0",4,0,"0.0","100","11.49","25","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.427",2572,"32.2",4,0,"0.0","100","11.49","25","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.458",2615,"32.2",4,0,"0.0","100","11.49","25","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.473",2622,"32.2",4,0,"0.0","100","11.51","25","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.520",2629,"32.2",4,0,"0.0","100","11.53","25","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.551",2633,"32.2",4,0,"0.0","100","11.60","25","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.583",2637,"32.2",4,0,"0.0","100","11.64","26","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.614",2652,"32.2",4,0,"0.0","100","11.56","26","22.50","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4355:00.645",2644,"32.9",4,0,"0.0","100","11.64","26","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.676",2678,"32.9",4,0,"0.0","100","11.68","26","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.707",2674,"32.9",4,0,"0.0","100","11.68","26","22.50","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4355:00.739",2682,"32.9",4,0,"0.0","100","11.71","26","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.770",2678,"32.9",4,0,"0.0","100","11.75","26","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.801",2709,"32.9",4,0,"0.0","100","11.82","27","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.832",2737,"32.9",3,0,"0.0","100","11.79","27","22.25","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.863",2725,"34.1",4,0,"0.0","100","11.88","27","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.910",2757,"34.1",4,0,"0.0","100","11.92","27","22.50","0.00","115.52","170.60","3.88","0.00","0.00",OFF,
"72:4355:00.941",2737,"34.1",4,0,"0.0","100","11.90","27","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.957",2773,"34.1",4,0,"0.0","100","11.94","28","22.50","0.00","115.52","170.60","3.90","0.00","0.00",OFF,
"72:4355:00.988",2765,"34.1",4,0,"0.0","100","12.00","28","22.50","0.00","114.44","170.60","3.88","0.00","0.00",OFF,
"72:4355:01.035",2790,"34.1",4,0,"0.0","100","12.03","28","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.066",2781,"34.1",4,0,"0.0","100","12.03","28","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.097",2811,"34.7",4,0,"0.0","100","12.05","28","22.50","0.00","114.44","170.60","3.88","0.00","0.00",OFF,
"72:4355:01.129",2802,"34.7",4,0,"0.0","100","12.12","28","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.160",2840,"34.7",4,0,"0.0","100","12.16","29","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.191",2815,"34.7",4,0,"0.0","100","12.14","28","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.222",2866,"34.7",4,0,"0.0","100","12.20","29","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.253",2832,"34.7",4,0,"0.0","100","12.24","29","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.285",2889,"34.7",3,0,"0.0","100","12.30","30","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.316",2840,"35.3",4,0,"0.0","100","12.24","29","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.347",2906,"35.3",4,0,"0.0","100","12.33","30","22.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.378",2889,"35.3",4,0,"0.0","100","12.38","30","22.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.425",2889,"35.3",4,0,"0.0","100","12.38","30","22.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.441",2938,"35.3",4,0,"0.0","100","12.46","30","22.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.472",2906,"35.3",4,0,"0.0","100","12.42","30","22.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.503",2971,"35.3",3,0,"0.0","100","12.53","31","22.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.550",2906,"36.6",4,0,"0.0","100","12.55","30","22.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.581",2990,"36.6",4,0,"0.0","100","12.51","31","22.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.612",2943,"36.6",4,0,"0.0","100","12.61","31","22.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.643",3014,"36.6",4,0,"0.0","100","12.53","31","22.00","0.00","114.44","170.60","3.88","0.00","0.00",OFF,
"72:4355:01.675",3038,"36.6",4,0,"0.0","100","12.61","32","22.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.706",2957,"36.6",4,0,"0.0","100","12.60","31","21.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.737",3053,"36.6",3,0,"0.0","100","12.65","32","21.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.768",3019,"37.8",4,0,"0.0","100","12.66","32","21.75","0.00","114.44","170.60","3.88","0.00","0.00",OFF,
"72:4355:01.799",3014,"37.8",4,0,"0.0","100","12.68","32","21.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.831",3099,"37.8",4,0,"0.0","100","12.69","33","21.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.862",3014,"37.8",4,0,"0.0","100","12.70","32","21.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.893",3114,"37.8",4,0,"0.0","100","12.72","33","21.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.940",3109,"37.8",4,0,"0.0","100","12.72","33","21.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.955",3058,"37.8",4,0,"0.0","100","12.76","33","21.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:01.987",3140,"38.4",4,0,"0.0","100","12.72","33","21.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.018",3063,"38.4",4,0,"0.0","100","12.77","33","21.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.065",3068,"38.4",4,0,"0.0","100","12.76","33","21.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.096",3088,"38.4",4,0,"0.0","100","12.79","33","21.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.127",3194,"38.4",4,0,"0.0","100","12.78","34","21.25","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.158",3125,"38.4",4,0,"0.0","100","12.81","33","21.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.189",3161,"38.4",4,0,"0.0","100","12.84","34","21.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.221",3205,"39.7",4,0,"0.0","100","12.85","34","21.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.252",3140,"39.7",4,0,"0.0","100","12.88","34","21.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.283",3156,"39.7",4,0,"0.0","100","12.89","34","21.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.314",3183,"39.7",4,0,"0.0","100","12.88","34","21.00","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.345",3277,"39.7",4,0,"0.0","100","12.91","35","20.75","0.00","114.44","170.60","3.88","0.00","0.00",OFF,
"72:4355:02.377",3194,"39.7",4,0,"0.0","100","12.91","34","20.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.408",3289,"39.7",4,0,"0.0","100","12.91","35","20.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.455",3260,"40.9",4,0,"0.0","100","12.96","35","20.75","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.470",3336,"40.9",4,0,"0.0","100","12.96","36","20.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.501",3238,"40.9",4,0,"0.0","100","13.01","35","20.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.533",3260,"40.9",4,0,"0.0","100","13.01","35","20.50","0.00","114.44","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.579",3266,"40.9",4,0,"0.0","100","13.05","36","20.25","0.00","113.72","170.60","3.88","0.00","0.00",OFF,
"72:4355:02.611",3360,"40.9",4,0,"0.0","100","13.05","37","20.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.642",3283,"40.9",4,0,"0.0","100","13.09","36","20.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.673",3348,"41.5",4,0,"0.0","100","13.09","37","20.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.704",3336,"41.5",4,0,"0.0","100","13.14","37","20.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.735",3421,"41.5",4,0,"0.0","100","13.14","37","19.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.767",3427,"41.5",4,0,"0.0","100","13.18","38","19.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.798",3348,"41.5",4,0,"0.0","100","13.18","37","19.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.829",3459,"41.5",3,0,"0.0","100","13.18","38","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.860",3366,"41.5",4,0,"0.0","100","13.23","37","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.891",3453,"42.8",4,0,"0.0","100","13.34","38","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.923",3504,"42.8",4,0,"0.0","100","13.36","39","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:02.969",3440,"42.8",4,0,"0.0","100","13.48","39","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
